/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2019_07_24_16_56_14_506.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2019_07_24_16_56_14_506.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2019_07_24_16_56_14_506.jpg,0,0,0,9.241566
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2019_07_24_16_56_14_571.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2019_07_24_16_56_14_571.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2019_07_24_16_56_14_571.jpg,0,0,0,9.185794
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2019_07_24_16_56_14_643.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2019_07_24_16_56_14_643.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2019_07_24_16_56_14_643.jpg,0,0,0,9.112052
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2019_07_24_16_56_14_711.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2019_07_24_16_56_14_711.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2019_07_24_16_56_14_711.jpg,0,0,0,9.057063
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2019_07_24_16_56_14_781.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2019_07_24_16_56_14_781.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2019_07_24_16_56_14_781.jpg,0,0,0,8.984262
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2019_07_24_16_56_14_858.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2019_07_24_16_56_14_858.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2019_07_24_16_56_14_858.jpg,0,0,0,8.930046
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2019_07_24_16_56_14_927.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2019_07_24_16_56_14_927.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2019_07_24_16_56_14_927.jpg,0,0,0,8.858268
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2019_07_24_16_56_15_003.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2019_07_24_16_56_15_003.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2019_07_24_16_56_15_003.jpg,0,0,0,8.787067
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2019_07_24_16_56_15_074.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2019_07_24_16_56_15_074.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2019_07_24_16_56_15_074.jpg,0,0,0,8.734045
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2019_07_24_16_56_15_142.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2019_07_24_16_56_15_142.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2019_07_24_16_56_15_142.jpg,0,0,0,8.663846
